id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10595,"96m2, 3BR, 2BA, Metro, WI-FI etc...",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98888,23.76431,Entire home/apt,89,1,23,2020-01-02,0.22,6,344
10990,Athens Quality Apartments - Deluxe Apartment,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98783,23.76479,Entire home/apt,67,1,34,2020-01-08,0.38,6,337
10993,Athens Quality Apartments - Studio,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98861,23.76422,Entire home/apt,35,1,47,2019-04-17,0.53,6,261
10995,"47m2, close to metro,cable TV,wi-fi",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9895,23.76356,Entire home/apt,36,1,19,2019-04-19,0.16,6,355
27262,"54m2, 1-br, cable tv, wi-fi, metro",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98893,23.76475,Entire home/apt,36,1,17,2020-01-08,0.19,6,333
28186,❤️Deluxe central loft near Acropolis❤️,121318,Francis - Fotios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9768,23.72924,Entire home/apt,49,2,448,2019-12-26,4.81,2,291
31155,sleep on sailing boat,133845,Irene,,ΚΕΡΑΜΕΙΚΟΣ,37.97962,23.71589,Private room,39,1,0,,,1,365
33704,"Artist's studio in Athens, safe area, near metro",145728,Nicole,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99052,23.76593,Entire home/apt,35,7,38,2019-09-26,1.30,1,89
33945,Spacious Cosy aprtm very close to Metro!,146553,Katerina,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00853,23.72938,Entire home/apt,30,2,71,2019-08-18,0.63,2,365
40149,Great View - Heart of Athens  wifi,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97969,23.729,Entire home/apt,43,2,304,2020-01-05,2.85,3,0
40150,Syntagma Heart of Athens free wifi,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97968,23.73037,Entire home/apt,37,2,138,2019-10-15,1.23,3,364
44858,Luxury room near Areos Park & Athens centre,197677,Haris,,ΚΥΨΕΛΗ,37.99674,23.73838,Private room,23,2,169,2018-07-23,1.51,1,363
48635,Athensstay!Welcome home!metroAttiki,221434,Katia,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00087,23.72186,Entire home/apt,21,1,173,2019-10-24,1.82,3,365
49489,3bdr apt in the heart of Athens,225612,Stathis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97692,23.7304,Entire home/apt,120,2,121,2019-10-07,1.19,1,275
54637,Penthouse Parthenon view in Athens,256676,Angeliki,,ΣΤΑΔΙΟ,37.96811,23.74345,Entire home/apt,70,10,3,2018-02-01,0.05,1,363
59663,ATHENS spacious apt Ideal location,286911,Nely,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99095,23.72195,Entire home/apt,59,1,381,2019-11-11,3.44,1,225
60394,Cosy 1 bedroom apt! Great central Athens location!,290864,Mika,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96543,23.74025,Entire home/apt,27,3,9,2017-10-03,0.16,1,231
80598,Athens in old historic neighborhood,435867,Leandros,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.99429,23.70901,Entire home/apt,32,2,433,2020-01-02,4.07,3,146
82239,Charming 1BR near Acropolis!,432381,Alexander,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96528,23.72413,Entire home/apt,60,4,8,2016-09-28,0.10,1,290
83097,House In Centre,452494,Aris,,ΓΟΥΒΑ,37.96403,23.74407,Entire home/apt,45,4,21,2015-07-25,0.21,1,365
85400,Plaka area Close to Acropolis  Museum,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97447,23.72917,Entire home/apt,35,2,45,2019-12-20,0.71,3,310
85539,The Heart Of Athens,468541,Xanthippi,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99183,23.7298,Entire home/apt,75,4,0,,,1,365
107433,Athen downtown New Private Bedroom 41,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98546,23.72861,Private room,18,2,28,2019-09-21,0.28,16,318
119682,Acropolis apartment  GREAT LOCATION,603724,Manolis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9726,23.72536,Entire home/apt,65,2,122,2019-10-04,1.18,1,218
131133,"Amazing view  2-4/p, Athens center",640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00237,23.74913,Entire home/apt,49,2,29,2020-01-04,0.31,9,350
133906,Amazing view -2 bedr. sleep 4-7/p ,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00128,23.74832,Entire home/apt,79,2,39,2019-12-11,0.37,9,365
138386,"APARTMENT DORA , Service with style",675611,Yavor,,ΠΑΓΚΡΑΤΙ,37.96828,23.75031,Entire home/apt,50,2,58,2019-07-14,0.58,1,350
144482,NeoClassical Apt: 30meters from Olympic Stadium!,700190,Alex,,ΣΤΑΔΙΟ,37.96849,23.74206,Entire home/apt,30,3,41,2019-09-20,0.46,1,179
145478,60m2-AthensCenter-High Class area- Kolonaki,704393,Athens,,ΚΟΛΩΝΑΚΙ,37.97684,23.74206,Entire home/apt,33,2,64,2017-08-30,0.63,1,218
154243,LUSCIOUS ROOF GARDEN IN THE CENTER!,741851,Yagos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98652,23.73528,Entire home/apt,55,3,175,2019-09-23,1.69,1,364
155654,"Acropolis cosy  apartment, Koukaki",712602,Nikos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96791,23.72933,Entire home/apt,60,2,27,2019-07-26,0.40,3,248
157869,Kallimarmaro 2B/R Apartment,650923,AthensApart,,ΣΤΑΔΙΟ,37.96648,23.74561,Entire home/apt,50,1,170,2019-12-28,1.69,5,331
167416,"Apartment in Central Athens, Greece",797823,George,,ΑΝΩ ΚΥΨΕΛΗ,38.00773,23.7387,Entire home/apt,74,14,0,,,1,365
179705,Great Central location - Athens,860485,Theodore & Reshma,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97537,23.73337,Entire home/apt,60,2,99,2020-01-12,1.06,2,306
185936,New apartmenrt in Athens!,885156,E,,ΒΟΤΑΝΙΚΟΣ,37.97911,23.70917,Private room,30,7,0,,,2,365
196935,Large living space near Syntagma,860485,Theodore & Reshma,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97503,23.73236,Entire home/apt,45,2,47,2018-05-22,0.47,2,0
200014,"Acropolis view, central location",737436,Daniella,,ΒΟΤΑΝΙΚΟΣ,37.97904,23.70738,Entire home/apt,70,6,13,2018-05-07,0.18,1,0
203147,Athens downtown NEW Private bedroom 34,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9854,23.7278,Private room,18,2,131,2020-01-03,1.28,16,318
203157,6-2 - SINGLE BEDS ROOM BREAKFAST TVWIFI 62,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98429,23.72914,Private room,24,2,117,2019-09-20,1.15,16,0
203174,Athen downtown New Private Bedroom 42,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98448,23.72699,Private room,24,2,330,2020-01-03,4.70,16,0
209816,Athens downtown NEW GROUPS 9 PERS App.,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98532,23.72782,Entire home/apt,89,2,24,2017-07-29,0.31,16,317
222637,Luxury 3 bdr Apartment with Acropolis view,748818,George,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.9603,23.7367,Entire home/apt,90,2,162,2019-10-08,1.74,85,299
240960,ATHENS DESIGNER'S LOFT DOWNTOWN,1264236,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97952,23.72367,Entire home/apt,75,2,74,2019-12-01,0.84,1,363
251361,A relaxing house overlooking Athens,592616,Andreas,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01719,23.74506,Entire home/apt,135,5,1,2013-05-23,0.01,1,365
270611,An Oasis in the Heart of Athens,1416651,Paul,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9858,23.72328,Entire home/apt,20,3,31,2019-11-23,0.34,1,364
270954,"Apt next to Plaka, roof top with views!",1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.9813,23.72258,Entire home/apt,47,2,15,2019-09-11,0.16,66,298
270973,Boutique apt. Balconies. Roof top.,1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.97987,23.72264,Entire home/apt,47,2,5,2018-02-05,0.08,66,303
279461,I LOVE KOLONAKI STUDIO!,1372271,Faidra+Daphne,,ΚΟΛΩΝΑΚΙ,37.97743,23.74365,Entire home/apt,45,7,27,2019-08-23,0.27,2,334
280211,BIG FLAT /10 MIN WALK FROM THE ACROPOLIS,1460833,Mentis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9657,23.7301,Entire home/apt,69,2,63,2018-10-01,0.67,3,364
281158,"Center 1, Metro 30m, Satelite TV  ",640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9922,23.73043,Entire home/apt,69,2,55,2019-11-30,0.58,9,365
281973,cosy classy apartment in Kolonaki,1469713,Angeliki,,ΚΟΛΩΝΑΚΙ,37.97607,23.74075,Entire home/apt,80,1,33,2015-07-24,0.47,1,365
287858,SWEET SMALL  ATHENS  APPARTMENT ,1496881,Pavi,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98134,23.72112,Entire home/apt,30,1,207,2019-09-18,2.28,3,365
306234,AVATON - Parthenon Luxury Suite - 5* stay,1574876,Agis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97652,23.72443,Entire home/apt,149,2,416,2020-01-12,4.73,2,201
308157,#AH32 GREY STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98777,23.74396,Entire home/apt,54,4,2,2016-04-05,0.04,15,364
309115,Large apt with big balcony and views!,1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.98086,23.72221,Entire home/apt,82,2,23,2019-08-08,0.25,66,1
309315,Center Athens:Cozy new apt-Plaka,1590408,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97419,23.73151,Entire home/apt,41,1,227,2019-12-30,4.14,1,161
317049,"Bright apt, large verandah, central & near metro!",1245823,Jennifer,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99089,23.7562,Entire home/apt,29,3,43,2015-08-25,0.45,1,0
340237,Artistic 2 bedroom apt in Athens centre,1365030,Lida,,ΚΕΡΑΜΕΙΚΟΣ,37.98018,23.72182,Entire home/apt,72,3,63,2019-06-24,0.66,1,224
350321,BEAUTIFUL CENTRAL APARTMENT ATHENS,1775281,Christina,,ΣΤΑΔΙΟ,37.9655,23.74346,Entire home/apt,50,2,257,2019-11-23,2.77,1,333
360940,Vintage Design Flat downtown! ,1824707,Dimitrios,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00642,23.73224,Entire home/apt,55,2,21,2017-07-22,0.27,1,365
361393,Hermes Historical Center apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98008,23.73012,Entire home/apt,49,2,195,2019-02-24,2.08,5,269
401423,Apartment with Leafy Backyard Steps from the Acropolis,745805,Ralou,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96856,23.72572,Entire home/apt,65,2,426,2019-12-01,4.57,2,339
408907,Downtown 70m² top floor apartment,2035514,Ranina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98209,23.72017,Entire home/apt,50,1,169,2019-06-08,1.82,1,309
411452,Everyone who stays leaves happy!,944962,Foris,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9929,23.77138,Entire home/apt,32,4,319,2019-10-11,3.45,2,347
417223,At the heart of Athens- 2 BR - PEN,2074942,Hariklia,,ΙΛΙΣΙΑ,37.97515,23.75387,Entire home/apt,55,2,31,2018-10-31,0.34,1,364
441091,Archaeological Museum apartment with balcony,2185512,Jenny,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99452,23.72941,Entire home/apt,40,5,24,2019-11-29,0.26,1,196
448768,Athens Centre 3min. walk from metro,2228424,Stefanos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99149,23.72902,Entire home/apt,55,2,63,2019-09-22,0.71,1,245
452159,Amazing view - 3 bedr. sleep 6-8/p,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00077,23.74935,Entire home/apt,127,2,56,2020-01-03,0.70,9,351
469140,Our first love #01 | Thiseio Residencies,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97618,23.7183,Entire home/apt,130,2,57,2018-05-09,0.61,19,356
470219,Our Playground #02 | Thiseio Residencies,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97598,23.71932,Entire home/apt,99,1000,15,2018-04-02,0.18,19,346
474719,Artemis Historical Center cosy apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97889,23.73026,Entire home/apt,50,1,247,2019-09-18,2.78,5,0
476197,Alice Inn's Harry Belafonte Suite in Plaka with Acropolis View from Terrace,2356315,Alice Inn,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97317,23.73302,Entire home/apt,57,1,94,2019-08-02,1.07,5,0
478626,Studio for 3 in the heart of Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9763,23.72455,Entire home/apt,120,1,1,2015-06-12,0.02,9,365
484852,Cool apartment for urban lovers,408081,Dimitrios,,ΠΕΔΙΟ ΑΡΕΩΣ,37.9945,23.73907,Entire home/apt,38,5,50,2019-12-31,0.54,1,175
484925,IN THE SHADOW OF ACROPOLIS-2 B/R,2371962,Rania,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97289,23.72874,Entire home/apt,160,1,223,2019-12-01,2.41,2,300
495212,MODERN APARTMENT NEAR ACROPOLIS,2446066,Yiagos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96597,23.72636,Entire home/apt,62,3,10,2019-01-14,0.25,1,362
496416,"Walk to Plaka, terrace,garden, WiFi",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98132,23.7242,Entire home/apt,42,2,5,2018-10-19,0.07,66,297
496503,"2 interconnected apts, walk to all sites!",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98082,23.7246,Entire home/apt,90,2,8,2017-09-16,0.12,66,338
496561,In the shadow of Acropolis,2371962,Rania,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97273,23.72912,Entire home/apt,80,1,15,2019-10-06,0.39,2,362
497502,Design studio & lemon tree garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.9698,23.74172,Entire home/apt,110,1,9,2017-10-03,0.11,7,53
498604,"Acropolis, Koukaki apartment",2461282,Marilia,,ΑΚΡΟΠΟΛΗ,37.96367,23.71791,Entire home/apt,40,3,95,2019-10-16,1.07,1,358
500832,downtown independent room garden,964919,Rebecca,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98338,23.72239,Private room,50,3,16,2017-06-14,0.19,2,365
502779,"Bauhaus building, 5 apts, 3 levels. Next to Plaka.",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98133,23.72465,Entire home/apt,227,2,22,2019-11-26,0.25,66,303
502842,"1 bedrm apt, terrace, walk to Plaka",1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.98139,23.72333,Entire home/apt,42,2,3,2018-05-05,0.05,66,303
502879,"Garden apt, next to Plaka. Roof top terrace!",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97951,23.72428,Entire home/apt,42,2,15,2019-06-27,0.19,66,314
505720,"Central,spacious,pine forest view!!",2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96859,23.74243,Entire home/apt,130,1,18,2018-09-04,0.22,7,53
505769,Athens Green Apartment with garden!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96781,23.74244,Entire home/apt,110,1,5,2017-01-15,0.06,7,53
526273,New apartment next to Acropolis,2586897,Fenia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96637,23.73261,Entire home/apt,55,2,477,2020-01-02,5.18,2,360
536123,Acropolis charming apt with balcony,1418201,Dean,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96557,23.72829,Entire home/apt,62,3,30,2018-11-02,0.34,66,359
536151,"Neat, two bedroom apartment by Acropolis museum!",1418201,Dean,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9681,23.72606,Entire home/apt,47,2,5,2019-09-11,0.05,66,328
536197,"Plaka, modern one bed apt, Cathedral Sq.",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97554,23.73184,Entire home/apt,88,2,32,2016-08-29,0.36,66,129
540986,Cosy central studio with garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96826,23.74382,Entire home/apt,60,1,98,2018-11-04,1.21,7,0
541001,Design apartment balcony + garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96913,23.74168,Entire home/apt,110,1,4,2015-05-31,0.05,7,53
545520,Garden Delight in the city center!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96798,23.74173,Entire home/apt,40,1,76,2017-07-15,0.86,7,53
545616,Design apartment near Syntagma!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96835,23.74168,Entire home/apt,110,1,0,,,7,53
565235,10min walk from ACROPOLIS !!!,2779638,John,,ΠΕΤΡΑΛΩΝΑ,37.96829,23.7111,Entire home/apt,70,3,13,2018-04-25,0.19,1,358
567938,Live your myth in petralona...,2794551,Spiros,,ΑΚΡΟΠΟΛΗ,37.97073,23.71511,Entire home/apt,49,3,154,2018-10-27,1.76,1,115
571492,"Acropolis View Alpha+ Penthouse Walk, Views, WiFI",2810938,Carole & Basil,,ΠΑΓΚΡΑΤΙ,37.96772,23.74999,Entire home/apt,359,3,11,2018-11-20,0.14,3,82
571796,Lovely  flat  in Gizi area of Aths!,2814465,Alkisti,,ΓΚΥΖΗ,37.99338,23.75292,Private room,23,30,38,2017-06-11,0.45,1,0
571876,"VINTAGE Apartment Athens,Plaka",2814842,Anna,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97418,23.73276,Entire home/apt,40,2,334,2019-12-28,3.78,1,275
572435,Acropolis Beta by RealGreece,2810938,Carole & Basil,,ΠΑΓΚΡΑΤΙ,37.96879,23.75065,Entire home/apt,202,3,10,2018-06-30,0.17,3,73
586869,easy going quiet place near center,179860,Nikolaos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99294,23.77022,Entire home/apt,186,1,0,,,1,365
590287,Amazing view at quiet/safe neighborhood near metro,2602995,V,,ΠΡΟΜΠΟΝΑ,38.02547,23.73362,Entire home/apt,30,2,233,2019-12-27,2.57,1,284
593916,OLD CITY - ACROPOLIS BEST VIEW,708364,Marina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97355,23.73005,Entire home/apt,85,2,125,2019-09-30,1.41,2,57
596137,45min to Airport/20min to Center A,2946672,Labis,,ΓΟΥΔΙ,37.98466,23.76387,Entire home/apt,32,2,66,2016-12-21,0.73,2,318
596784,Romantic Athenian House,2821467,Thanos,,ΠΑΓΚΡΑΤΙ,37.96742,23.75239,Entire home/apt,40,2,18,2017-09-13,0.20,1,244
630791,Your Maisonette in the heart of At,3111209,Peggy,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96148,23.73122,Entire home/apt,55,2,4,2018-07-05,0.05,1,91
631150,Great design Acropolis apartment,3137668,Efi,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96691,23.72823,Entire home/apt,85,2,164,2019-11-24,1.95,3,336
631281,New beautiful central apartment,3137668,Efi,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96586,23.73208,Entire home/apt,70,2,168,2019-06-23,1.99,3,363
641721,Beach Summer House,3206172,Takis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97763,23.73473,Entire home/apt,600,7,0,,,1,365
644785,Modern apartment in city centre - great location,2425678,Rich,,ΓΚΑΖΙ,37.97698,23.71008,Entire home/apt,35,2,214,2020-01-05,4.36,1,249
653639,"2 interconnected apts, roof top, views!",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98096,23.72408,Entire home/apt,90,2,23,2018-10-21,0.35,66,330
661314,"Athens, A suburban beauty downtown",2526645,Periklis,,ΣΤΑΔΙΟ,37.96569,23.74505,Entire home/apt,35,2,356,2019-11-27,3.99,2,332
666874,Acropolis & Agora Panoramic View!,3372896,Hera,,ΘΗΣΕΙΟ,37.97724,23.7233,Entire home/apt,90,3,36,2019-09-26,0.45,1,365
674018,Spacious Comfy flat -near Acropolis,3421891,Peter,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96511,23.73319,Entire home/apt,40,2,170,2019-11-03,1.96,4,1
681173,Beautiful street  - Acropolis view,3468523,Yannis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98904,23.73742,Entire home/apt,42,2,27,2019-10-24,0.51,1,364
688483,Perfect Guest Room near Acropolis!,3514860,Kalliopi,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.9643,23.73658,Private room,25,2,104,2019-12-18,1.17,2,269
691025,Value for money in Heart of Athens!,3514860,Kalliopi,,ΣΤΑΔΙΟ,37.96464,23.73438,Entire home/apt,60,2,57,2019-08-12,0.64,2,179
695173,Unique Central Artistic Flat Athens,3557919,Soula,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96365,23.72842,Entire home/apt,79,2,218,2019-11-12,3.13,1,361
699974,"SMALL FLAT NEAR STREFI HILL, ATHENS",2942620,FANI And GEORGE,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98855,23.741,Entire home/apt,28,3,83,2019-08-20,0.93,1,284
702480,"Bright, Calming Retreat with a Balcony",2539665,Pygmalion,,ΚΟΛΩΝΟΣ,38.00205,23.71731,Entire home/apt,30,3,436,2020-01-11,4.94,1,306
709960,Vintage apartment in historic center,2534881,Haris,,ΠΕΤΡΑΛΩΝΑ,37.9735,23.71526,Entire home/apt,79,4,116,2019-12-15,1.43,2,197
711554,By the hill,3625710,Ilias,,ΑΚΡΟΠΟΛΗ,37.96483,23.71825,Entire home/apt,49,2,277,2019-12-09,3.16,2,365
718941,American style 4 Bed 4 Bath by RealGreece,2810938,Carole & Basil,,ΠΑΓΚΡΑΤΙ,37.96755,23.75163,Entire home/apt,276,3,6,2018-06-01,0.07,3,83
724485,5ΤΗ FLOOR WITH A VIEW DOWNTOWN,3745284,Elpidoforos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98972,23.73707,Entire home/apt,25,3,452,2020-01-11,5.15,1,272
725215,"Center 2, Metro 30m, Satelite TV",640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99341,23.73028,Entire home/apt,69,2,14,2019-10-20,0.16,9,365
726412,Lovely room in historic center,2534881,Haris,,ΠΕΤΡΑΛΩΝΑ,37.97338,23.71537,Private room,60,2,4,2017-02-20,0.05,2,14
727374,Casavathel1 Athens Center Apartment,3756353,Thelma,,ΝΙΡΒΑΝΑ,38.01387,23.72553,Entire home/apt,23,2,391,2020-01-12,4.47,2,278
727526,"Acropolis at your door, A UNIQUE LOFT! 3' to Metro",3523418,Valentini,,ΑΚΡΟΠΟΛΗ,37.97399,23.72102,Entire home/apt,140,2,12,2019-11-07,0.27,1,269
728383,Athenian Loft with Acropolis View,748818,George,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96063,23.73551,Entire home/apt,80,2,130,2019-12-20,1.56,85,270
751280,Metro  Acropolis  !!!!!!!!!!!!!!,3950691,Claudia,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96808,23.72695,Entire home/apt,60,2,86,2019-08-31,1.02,1,358
752058,an art -deco architecture atelier business ready,3954884,Τimmi,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00259,23.73281,Entire home/apt,45,2,171,2019-10-08,2.08,1,364
758870,Discover Athens! Central ap/ment!!,3999271,Emily,,ΚΕΡΑΜΕΙΚΟΣ,37.98116,23.72286,Entire home/apt,59,1,73,2017-05-03,0.90,2,365
764650,"Sunny garden, Centre of Athens",4031168,Yiannis,,ΚΕΡΑΜΕΙΚΟΣ,37.98357,23.71563,Entire home/apt,65,2,142,2019-10-29,1.72,1,365
766382,Alice Inn's Fabulous 2BR Anthony Quinn Suite in the Heart of Plaka,2356315,Alice Inn,,ΖΑΠΠΕΙΟ,37.97153,23.73358,Entire home/apt,52,1,51,2019-12-15,0.59,5,350
767272,Luxury Gallery garden house ,964919,Rebecca,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98412,23.72108,Entire home/apt,350,3,2,2017-06-09,0.03,2,365
